Location,Name,Rating,Address,Phone Number,Num Reviews,Num Photos,Price Range Per Person (CAD),Cuisine Type 1,Cuisine Type 2,Cuisine Type 3,Cuisine Type 4,Cuisine Type 5,Cuisine Type 6,Cuisine Type 7,Cuisine Type 8
Central Burnaby,Bubble Waffle Cafe,3.1,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H",+16044282838,26,35,10.0,Hong Kong Style,Chinese,,,,,,
Central Burnaby,Chao Shou Wang,3.4,"Crystal Mall, Food Court, 2113-4500 Kingsway, Burnaby V5H",+17783715033,28,16,10.0,Fast Food,Chinese,,,,,,
Central Burnaby,NU Sushi Bar,3.5,"100 - 3787 Canada Way, Burnaby V5G 1G5",+17783798070,15,45,20.0,Sushi,Japanese,Asian,,,,,
Central Burnaby,Black Milk Water,3.5,"101A 4501 N Road , Metro Vancouver, Burnaby V3N 4J5",Not available for this place,14,14,7.5,Cafe,Coffee and Tea,,,,,,
Central Burnaby,Masita Korean Cuisine,3.4,"6516 Kingsway, Burnaby, Burnaby V5E 1C5",+16045539938,20,33,12.5,Korean,,,,,,,
Central Burnaby,99 BBQ House,3.5,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H2A9",Not available for this place,19,20,10.0,Fast Food,Chinese,BBQ,Asian,,,,
Central Burnaby,Oh! Zzhu Sam Korean Restaurant,3.4,"7506 Edmonds Street, Burnaby, Burnaby V3N 1BR",+16045538830,14,19,12.5,Korean,,,,,,,
Central Burnaby,Katsu Japanese,,"4331 Dominion Street, Burnaby, Burnaby V5G 1C7",+16044356002,2,41,,Japanese,,,,,,,
Central Burnaby,Crystal Palace Restaurant,3.5,"4735 Willingdon Avenue, Burnaby V5G 3H5",+16044378813,24,16,20.0,Chinese,Asian,,,,,,
Central Burnaby,Neptune Wonton Noodle,2.7,"2/F, 4405 Central Boulevard, Burnaby V5H 4M3",+17783790639,17,49,12.5,Cantonese,Chinese,,,,,,
Central Burnaby,Mr. Zhang Karaoke Restaurant,3.3,"Crystal Mall, 1605-4500 Kingsway, Burnaby V5H",+16043248840,23,15,20.0,Chinese,Asian,,,,,,
Central Burnaby,Want Want Hot & Spicy House,3.3,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1",+16044382377,14,18,10.0,Fast Food,Sichuan,Chinese,Asian,,,,
Central Burnaby,720 Sweets,3.5,"4800 Kingsway, Unit 147, Burnaby, Burnaby V5H 4J5",+16044364881,8,8,10.0,Desserts,,,,,,,
Central Burnaby,Grand Crystal Restaurant,3.2,"#2166 Crystal Mall, 4500 Kingsway, Burnaby V5H 2B1",+16044560388,10,29,12.5,Chinese,Dim Sum,,,,,,
Central Burnaby,Donair Delight,3.5,"Old Orchard Centre, 4429 Kingsway, Burnaby V5H",+16044510111,20,8,10.0,Middle Eastern,,,,,,,
Central Burnaby,Perfect Taste Restaurant,3.6,"1011-4500 Kingsway, Burnaby V5H 2B1",+17783001687,11,12,20.0,Chinese,Asian,,,,,,
Central Burnaby,Tim Hortons,2.5,"4820 Kingsway Street Unit 320, Burnaby V5H4J2",+16044397410,23,22,10.0,Fast Food,Cafe,,,,,,
Central Burnaby,ATLAS Steak + Fish,3.8,"4331 Dominion Street, Burnaby BC V5G 1C7, Burnaby",+16044530776,9,40,40.0,Steak,Seafood,,,,,,
Central Burnaby,Chef Tony Dim Sum,3.2,"4700 Kingsway,Burnaby, Burnaby V5H 4M5",+16044384715,14,18,12.5,Dim Sum,,,,,,,
Central Burnaby,Pizza Factory,3.8,"4300 Kingsway, Burnaby V5H1Z5",+16044341444,21,7,12.5,Pizza,Fast Food,,,,,,
Central Burnaby,Waves Coffee,2.8,"4250 Kingsway, Burnaby V5H1Z5",+16044349283,20,34,10.0,Cafe,,,,,,,
Central Burnaby,Liu Yi Shou HotPot,2.8,"5507 Kingsway, Burnaby V5H 2G3",+16045599888,10,32,12.5,Chinese,,,,,,,
Central Burnaby,McDonald's,2.6,"4410 Still Creek Drive, Burnaby V5C6G9",+16047181090,23,19,10.0,Fast Food,,,,,,,
Central Burnaby,Joy Sushi,3.2,"4248 Dawson Street, Burnaby, Burnaby V5C 0B8",+16045584010,11,21,15.0,Japanese,Sushi,,,,,,
Central Burnaby,Northern Meixi,3.1,"Crystal Mall, Food Court, 2302-4500 Kingsway, Burnaby V5H 2B1",+16044382210,9,19,10.0,Fast Food,Chinese,Asian,,,,,
Central Burnaby,Chong Qing Qin Ma Hot Pot,2.9,"4992 Newton Street, Burnaby V6X 4A8",+17783798877,11,5,22.5,Sichuan,Chinese,Asian,,,,,
Central Burnaby,Kasuga Sushi & Grill,3.1,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H2B1",+16044370613,15,14,10.0,Fast Food,Sushi,Japanese,Asian,,,,
Central Burnaby,Ba Shu Sichuan Foods,3.0,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1",+16044303338,15,13,12.5,Fast Food,Sichuan,Chinese,Asian,,,,
Central Burnaby,Xiang Yuan Qiao Bridge Rice Noodle,3.2,"Crystal Mall, Food Court, 2128-4500 Kingsway, Burnaby V5H 2B1",+17783175530,6,7,12.5,Chinese,,,,,,,
Central Burnaby,Old Street,3.0,"4729 Kingsway, Burnaby, BC V5H 2C3, Burnaby",+17784528815,9,18,10.0,Taiwanese,,,,,,,
Central Burnaby,Shaxian Delicacies,3.5,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1",+16043634088,9,11,10.0,Fast Food,Chinese,Asian,,,,,
Central Burnaby,THE MILL CAFE,3.0,"5308 Grimmer Street Burnaby, Burnaby V5H 2H2",+16042832006,6,9,7.5,Cafe,Coffee and Tea,Desserts,,,,,
Central Burnaby,MaMa Rich,3.4,"4949 Kingsway, Burnaby",+17783790559,7,14,10.0,Chinese,Asian,,,,,,
Central Burnaby,A Taste Of Ukraine,3.3,"4976 Kingsway, Burnaby V5H",+16043360887,9,14,5.0,Deli,Ukrainian,,,,,,
Central Burnaby,Crescent Moon Ramen,,"4331 Dominion Street, Burnaby, Burnaby V5G 1C7",+16044356002,0,10,12.5,Japanese,Ramen,,,,,,
Central Burnaby,ARGO,3.1,"3790 Canada Way, Burnaby",+16044289090,9,5,22.5,Greek,,,,,,,
Central Burnaby,Thirsty Penguin Grillhouse,3.0,"Inside Canlan Ice Sports, 6501 Sprott Street, Burnaby V5B 3B8",+16042910626,10,12,22.5,Bar Food,,,,,,,
Central Burnaby,Hung's Teppanyaki,3.6,"Crystal Mall, Food Court, 2135-4500 Kingsway, Burnaby V5H",+16044355518,11,6,10.0,Fast Food,Japanese,,,,,,
Central Burnaby,Alpina Wine Bar - Grand Villa Casino,,"Grand Villa Casino, 4331 Dominion Street, Burnaby V5G 1C7",+16044362211,3,24,30.0,Bar Food,,,,,,,
Central Burnaby,Shiny Tea,2.8,"4500 Kingsway, Suite 2210, Burnaby, Burnaby V5H 2A9",+16043329383,12,9,7.5,Bubble Tea,Coffee and Tea,,,,,,
Central Burnaby,OneZo Tapioca,3.0,"4929 Kingsway, Metro Vancouver, Burnaby",+16044234929,7,4,10.0,Bubble Tea,,,,,,,
Central Burnaby,Bo Wah Fast Food,2.8,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1",+16044380202,16,11,10.0,Fast Food,Chinese,Asian,,,,,
Central Burnaby,Paradise Juice & Burger,3.7,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H2B1",+16044388199,10,6,10.0,Fast Food,Beverages,,,,,,
Central Burnaby,Starbucks,3.1,"Metropolis at Metrotown, Food Court, Upper Level, 4820 Kingsway, Burnaby",+16044304166,14,19,10.0,Cafe,,,,,,,
Central Burnaby,Quiznos,3.0,"4192 Dawson Street, Burnaby V5C4B3",+16042987849,7,20,12.5,Fast Food,Sandwich,,,,,,
Central Burnaby,Tea Plus,2.9,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1",+16044389012,14,7,7.5,Bubble Tea,Beverages,,,,,,
Central Burnaby,Ricky's Country Restaurant,2.7,"2350 Boundary Road, Burnaby V5M 3Z3",+16042931242,8,10,22.5,Diner,American,,,,,,
Central Burnaby,KFC,2.4,"5094 Kingsway, Burnaby V5H2E6",+16044332220,12,7,10.0,Fast Food,,,,,,,
Central Burnaby,Marutama Ra-men,3.3,"5278 Kingsway, Burnaby, BC V5H 2E9, Burnaby",+16044303343,8,9,15.0,Japanese,Ramen,,,,,,
Central Burnaby,Boston Pizza,3.2,"135-6200 McKay Avenue, Burnaby V5H 4L7",+16044316565,6,14,12.5,Pizza,Bar Food,,,,,,
Central Burnaby,Scott Hill Pizza,3.2,"7630 6th Street, Burnaby V3N 3M4",+16045496666,13,1,12.5,Pizza,Fast Food,,,,,,
Central Burnaby,Estea Cafe,3.2,"4466 Beresford St, Burnaby, Burnaby V5H 2Y8",+16046202268,7,3,,Cafe,,,,,,,
Central Burnaby,Church's Chicken,2.8,"103 - 6591 Kingsway, Burnaby V5E1C8",+17783795100,5,12,7.5,Burger,Fast Food,Finger Food,,,,,
Central Burnaby,Soft Peaks,3.3,"115-4603, Kingsway, Burnaby, British Columbia, Metro Vancouver, Burnaby",+16046205887,7,6,7.5,Desserts,Ice Cream,,,,,,
Central Burnaby,Takeda Ya Ramen,2.9,"Crystal Mall, Food Court, 2137-4500 Kingsway, Burnaby",+17789915666,4,13,15.0,Ramen,,,,,,,
Central Burnaby,Little Caesar's,3.7,"6681 MacPherson Avenue, Burnaby V5H2H4",+16044327766,10,12,10.0,Pizza,Fast Food,,,,,,
Central Burnaby,Hana Sushi,3.5,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1",+16044341772,7,5,10.0,Fast Food,Sushi,Japanese,Asian,,,,
Central Burnaby,Astro's Restaurant,3.4,"2830 Douglas Road, Burnaby V5C 6H2",+16042996077,5,3,7.5,Burger,Chinese,,,,,,
Central Burnaby,Bourbon St. Grill,2.9,"4700 Kingsway, Burnaby, Burnaby V5H 4N2",+17783795326,7,4,12.5,Cajun,,,,,,,
Central Burnaby,Big Star Sandwich Co.,,"3736 Canada Way, Burnaby, Burnaby V5G 1G4",+16044310373,3,2,7.5,Sandwich,,,,,,,
Central Burnaby,Uncle Tetsu's Japanese Cheesecake,2.9,"4700 Kingsway Unit M161, Central Burnaby, Burnaby, Burnaby",+16046203762,5,1,7.5,Bakery,,,,,,,
Central Burnaby,Simmer Huang,,"103-4501 Kingsway, Burnaby,, Burnaby V5H 4V8",+16046200096,3,6,12.5,Chinese,,,,,,,
Central Burnaby,Little Minh's,,"7533 Market Crossing, Burnaby",+17789286668,3,16,22.5,Vietnamese,,,,,,,
Central Burnaby,Guilin Rice Noodle,3.5,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 4V2",+17789886631,4,5,12.5,Fast Food,Chinese,Asian,,,,,
Central Burnaby,Snow Angel Cafe,3.5,"4325, Dawson St, Central Burnaby, Burnaby, Burnaby",+16042948463,5,1,,Desserts,Korean,,,,,,
Central Burnaby,Steve’s Poké Bar,3.7,"9855 Austin Ave #912K, Burnaby, Burnaby",+16044233474,4,11,12.5,Seafood,Hawaiian,,,,,,
Central Burnaby,Cafe Sweets & Beans,,"5152 Kingsway, Burnaby, Burnaby",+16043365234,3,8,15.0,Cafe,,,,,,,
Central Burnaby,Pizza Hut,2.9,"4287 Kingsway, Burnaby V5H1Z5",+16043101010,7,30,10.0,Pizza,Fast Food,,,,,,
Central Burnaby,Hou Cai Lei,3.6,"6-4429 Kingsway, Burnaby, BC V5H 2A1, Burnaby",+16045599688,4,2,7.5,Bubble Tea,Tea,,,,,,
Central Burnaby,Colour See See 上海本色,3.5,"4689 Kingsway, Burnaby, Burnaby",+16045599855,4,9,25.0,Chinese,,,,,,,
Central Burnaby,Chuan Dong Restaurant,,"Crystal Mall, 1606-4500 Kingsway, Burnaby",+16043248840,3,9,22.5,Chinese,,,,,,,
Central Burnaby,Hong Kong No 1 Chinese Restaurant,2.8,"5595 Kingsway, Burnaby, Burnaby, BC V5E 3B9, Burnaby",+16044560351,4,7,12.5,Chinese,,,,,,,
Central Burnaby,Happy Ice House,2.8,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H2B1",+16048188738,6,3,7.5,Juices,Beverages,,,,,,
Central Burnaby,Subway,3.4,"Old Orchard Centre, 4429 Kingsway, Burnaby V5H1P6",+16044347444,5,14,12.5,Fast Food,,,,,,,
Central Burnaby,Xing Fu Tang,3.4,"6271 Kingsway, Burnaby",+16044286816,4,0,,Bubble Tea,Chinese,Taiwanese,,,,,
Central Burnaby,Boba Boy,,"150-5172, Kingsway, Burnaby, BC V5H 2E8, Burnaby",+17785892729,3,0,5.0,Bubble Tea,,,,,,,
Central Burnaby,Mr. Mustache Tea & Dessert,,"110-6125 Sussex Ave, Burnaby, Burnaby",+16045596125,2,0,12.5,Cafe,,,,,,,
Central Burnaby,Seafood House,,"Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1",+16047710188,2,7,10.0,Fast Food,Seafood,,,,,,
Central Burnaby,Strikers Bar & Vibes Pizza,3.0,"Inside Rev's Bowling, 5502 Lougheed Highway, Burnaby V5B2Z8",+16042999381,4,3,15.0,Burger,Pizza,Bar Food,,,,,
Central Burnaby,Cayenne Bistro and Grill,3.5,"7677 6th St, Burnaby, BC, Burnaby",+16045537866,4,3,25.0,African,Fusion,Indian,,,,,
Central Burnaby,"DNB, Deli Noodles Bubble Tea - Grand Villa Casino",2.6,"Grand Villa Casino, 4331 Dominion Street, Burnaby V5G 1B2",+16044362211,7,1,12.5,Vietnamese,Sandwich,Asian,Bubble Tea,,,,
Central Burnaby,Weekend Tea,3.2,"101-5021 Kingsway, Burnaby, BC V5H 4A5, Burnaby",+16046201315,4,0,,Bubble Tea,,,,,,,
Central Burnaby,MeetRice Noodles,,"5226 Kingsway, Burnaby, Burnaby",+16044233398,3,1,15.0,Asian,Chinese,,,,,,
Central Burnaby,Habitat,,"BCIT, SE2 Level 1, 3700 Willingdon Avenue, Burnaby V5G 3H2",+16044314981,1,8,22.5,Pub Food,Burger,,,,,,
Central Burnaby,TerraCotta Boyz,,"4429 Kingsway #12, Burnaby, BC, Burnaby",+17788852961,3,6,17.5,Chinese,,,,,,,
Central Burnaby,I Like Coffee,,"Crystal Mall, Food Court, 2303-4500 Kingsway, Burnaby V5H2B1",+16046138816,3,3,7.5,Bubble Tea,Beverages,,,,,,
Central Burnaby,Freshii,,"Station Square,6200 Mckay Avenue,Unit 11, Burnaby V5H 4L8",+17783792532,2,2,7.5,Juices,Healthy Food,,,,,,
Central Burnaby,Twinkle Thai,,"7080 Kingsway, Burnaby, BC V5E 1E7, Burnaby",+17787830099,3,2,25.0,Thai,Asian,,,,,,
Central Burnaby,Good Day Good Time,,"4500 Kingsway #1235, Burnaby, Burnaby",+16044232510,3,0,15.0,Desserts,Bubble Tea,,,,,,
Central Burnaby,Pizza Garden,,"4464 Beresford Street, Burnaby, Burnaby V5H 2Y4",+16045662026,3,2,10.0,Pizza,Salad,,,,,,
Central Burnaby,Cafe 106,,"6588 Royal Oak Ave Unit 106, Burnaby, Burnaby",+17789576780,2,3,10.0,Cafe,,,,,,,
Central Burnaby,Gokudo Shabu Shabu Hot Pot,,"#5-4250, Kingsway, Burnaby, BC V5H 4T7, Burnaby",+16044385598,2,12,10.0,Chinese,,,,,,,
Central Burnaby,YiFang Fruit Tea,,"4501 North Rd #202b, Burnaby, Burnaby",+17783791111,3,1,7.5,Bubble Tea,,,,,,,
Central Burnaby,Cactus Club Cafe Station Square,,"6090 Silver Drive, Burnaby V5H 4L7",+16042919339,2,7,,American,Fusion,Canadian,,,,,
Central Burnaby,Takara Sushi,,"3726 Canada Way, Central Burnaby, Burnaby, Burnaby V5G 1G4",+16044390026,2,3,12.5,Japanese,,,,,,,
Central Burnaby,Chicko Chicken,,"7343 Edmonds St, Central Burnaby, Burnaby, Burnaby",+16045536144,1,1,15.0,Korean,,,,,,,
Central Burnaby,Qin Ma Grill,,"4685 Kingsway, Metro Vancouver, Burnaby",+17783798537,2,9,7.5,Chinese,,,,,,,
Central Burnaby,Tian Shi Fu,,"109 - 5021, Kingsway, Burnaby, BC V5H 4A5, Burnaby",+16045584668,2,6,12.5,Chinese,,,,,,,
Central Burnaby,Xing Fu Tang,,"4208, Dawson Street, Central Burnaby, Burnaby, Burnaby",+16045592253,2,0,5.0,Beverages,,,,,,,
Central Burnaby,Szechuan Tasty Restaurant,,"4727 Kingsway, Burnaby, Burnaby",+16043369977,1,5,15.0,Chinese,Sichuan,,,,,,
Central Burnaby,Tasty Lucky Noodle House,,"4727 Kingsway, Burnaby, Burnaby V5Z 2W8",+16043369977,2,0,12.5,Chinese,,,,,,,
Central Burnaby,Manjal South Indian Kitchen,,"7613, Edmonds St, Central Burnaby, Burnaby, Burnaby",+16045154230,2,1,17.5,Indian,,,,,,,
Central Burnaby,Earls,,"6070 Silver Dr, Burnaby, BC V5H 0H5, Burnaby",+16044327329,2,0,,American,,,,,,,
Central Burnaby,Queen's Cafe By Eighteen Chefs,,"7090, Kingsway, Burnaby, BC V5E 1E7, Central Burnaby, Burnaby, Burnaby",+16045251666,1,5,15.0,Singaporean,,,,,,,
Central Burnaby,Thai Express,,"318 - 4820 Kingsway, Burnaby V5H 4P1",+17783797131,1,3,,Thai,,,,,,,
Central Burnaby,Grain Vegetarian Fare,,"3596 East Hastings Street Vancouver, Central Burnaby, Burnaby, Burnaby",+16049189400,2,2,20.0,Vegetarian,,,,,,,
Central Burnaby,C Fruit Life,,"4994 Newton Street, Burnaby, BC V5H 1T4, Burnaby",+16046204646,2,1,7.5,Asian,Desserts,Taiwanese,,,,,
Central Burnaby,BCIT The Rix Club,,"BCIT, SE2, 3700 Willingdon Avenue, Burnaby V5G",+16044328646,2,1,10.0,Cafe,,,,,,,
Central Burnaby,Kim Anh Restaurant,,"77405 Edmonds Street, Burnaby, Burnaby",+16045223033,1,3,15.0,Vietnamese,,,,,,,
Central Burnaby,Cafe Kayan,,"5593 Kingsway, Burnaby",+16045635593,1,1,17.5,Lebanese,,,,,,,
Central Burnaby,J.W. Inglis Cafe,,"BCIT, NE1, Level 1, 3700 Willingdon Avenue, Burnaby V5G",+16044328236,2,2,10.0,Cafe,,,,,,,
Central Burnaby,Lualu Kitchen,,"7355 Edmonds St, Burnaby, BC V3N 1A9, Burnaby",+16045538606,1,3,25.0,Chinese,,,,,,,
Central Burnaby,Donair Girl,,"7339, Edmonds St, Central Burnaby, Burnaby, BC V3N 1A8, Burnaby",+17787890308,1,0,,Middle Eastern,,,,,,,
Central Burnaby,Starbucks,,"472 SW Marine Drive, Burnaby V6P 5Y1",+16043963037,1,5,,Cafe,,,,,,,
Central Burnaby,Forever Duck,,"5880 Marine Drive, Burnaby V5J 3G8",+16044288410,1,0,12.5,Chinese,,,,,,,
Central Burnaby,Hi Five Chicken,,"4361 Kingsway #4B, Central Burnaby, Burnaby, Burnaby",+16045584361,1,1,,American,Fast Food,,,,,,
Central Burnaby,Donair & Sub House,,"7634 6th St, Central Burnaby, Burnaby",+16045255108,1,0,20.0,Middle Eastern,,,,,,,
Central Burnaby,Rib & Chicken,,"7235 Canada Way, Burnaby, BC V5E 3R7, Burnaby, British Columbia, Burnaby",+16045538836,1,2,,Korean,,,,,,,
Central Burnaby,T's Home - Fresh Fruit Soda Tea,,"5318 Grimmer Street, Burnaby, BC V5H 2H2, Burnaby",+16046207957,1,0,7.5,Cafe,,,,,,,
Central Burnaby,Fusion Core Japanese Eatery,,"7894 6th St, Burnaby, BC V3N 3N3, Burnaby, British Columbia, Burnaby",+16045246596,1,5,20.0,Fusion,Japanese,,,,,,
Central Burnaby,Orange Julius,,"4700 Kingsway, Burnaby",+16044370090,1,1,7.5,Fast Food,Juices,Beverages,,,,,
Central Burnaby,Gateway Deli,,"BCIT, SW1 Level 2, 3700 Willingdon Avenue, Burnaby",Not available for this place,1,2,7.5,Deli,,,,,,,
Central Burnaby,88 PalPal Noodle House,,"5021 Kingsway #109, Burnaby, BC V5H 4C2, Central Burnaby, Burnaby, Burnaby",+16045584668,1,0,12.5,Korean,,,,,,,
Central Burnaby,Sande's Lounge,,"Inside Burnaby Winter Club, 4990 Canada Way, Burnaby",+17788468515,0,1,17.5,Bar Food,,,,,,,
Central Burnaby,November Dessert,,"5358 Grimmer Street Burnaby, Burnaby",+16045598599,0,9,7.5,Desserts,,,,,,,
Central Burnaby,Shanghai fortune cuisine,,"4533 Kingsborough St, Burnaby, BC V5H 4V3, Canada, Burnaby",Not available for this place,0,0,12.5,Shanghai,,,,,,,
Central Burnaby,Tim Hortons,,"5059 Canada Way, Burnaby",+16045213309,0,1,10.0,Cafe,,,,,,,
Central Burnaby,Papa John's Pizza,,"4196 Dawson Street, Burnaby",+16044167272,0,12,12.5,Pizza,,,,,,,
Central Burnaby,Tim Hortons,,"6200 Mckay Avenue Unit 10, Burnaby",+16044343391,0,1,10.0,Cafe,,,,,,,
Central Burnaby,22's Grill,,"Inside Burnaby Winter Club, 4990 Canada Way, Burnaby",+16044288122,0,4,15.0,Canadian,,,,,,,
Central Burnaby,Hi Chicken Pot,,"7-4300 Kingsway, Burnaby, Metro Vancouver, Central Burnaby, Burnaby, Burnaby",+16043369966,0,0,7.5,Chinese,,,,,,,
Central Burnaby,Active Body Express,,"4199 Lougheed Highway, Burnaby, BC V5C 3Y6, Burnaby",+17783791809,0,0,5.0,Healthy Food,Juices,,,,,,
Central Burnaby,Dairy Queen (Treat),,"4700 Kingsway Unit Unit 1156a, Burnaby",+16044370090,0,0,7.5,Desserts,,,,,,,
Central Burnaby,Safari Snack House & Grill,4.0,"5121 Canada Way, Burnaby V5E 3N1",+16045159211,66,51,17.5,African,Indian,Fusion,,,,,
Central Burnaby,Mon Paris Patisserie,3.2,"4396 Beresford Street, Burnaby, Burnaby V5H 2Y4",+16045645665,25,49,7.5,Cafe,Bakery,Sandwich,Coffee and Tea,,,,
Central Burnaby,Waffle Gone Wild - Burnaby,3.0,"3726 Canada Way, Burnaby, Burnaby V5G 1G4",+17783796949,17,30,12.5,Cafe,Desserts,,,,,,
Central Burnaby,Suzette's Deli,3.3,"116-3993 Henning Drive, Burnaby V5C",+16042912750,20,19,10.0,Sandwich,Deli,,,,,,
Central Burnaby,Creme de la Crumb Bakeshop,3.7,"150-4370 Still Creek Drive, Burnaby V5C6G9",+16046835595,11,16,10.0,Cafe,Bakery,,,,,,
Central Burnaby,Bao Place,3.1,"4673 Kingsway, Burnaby V5H 2B3",+17787123228,11,21,7.5,Bakery,,,,,,,
Central Burnaby,Chronic Tacos,2.8,"324 - 4820 Kingsway, Burnaby V5H 4P1",+16046203383,12,8,15.0,Mexican,,,,,,,
Central Burnaby,Ice Cream Parlour,,"6501 Deer Lake Ave, Burnaby V5G3T6",+16042974565,3,20,7.5,Ice Cream,Canadian,,,,,,
Central Burnaby,Taste of Splendour Cafe,3.6,"105-4299 Canada Way, Burnaby V5G 1H3",+16046850800,10,1,10.0,Cafe,,,,,,,
Central Burnaby,Nosh,,"4501 Kingsway, Metro Vancouver, Burnaby",Not available for this place,2,6,10.0,Cafe,,,,,,,
Central Burnaby,Elements Cafe,3.4,"108-3855 Henning Drive, Burnaby V5C6N3",+16042050088,7,2,10.0,Cafe,,,,,,,
Central Burnaby,Scallions Bistro,2.7,"100-6450 Roberts Street, Burnaby V5G 4E1",+16042945228,6,1,10.0,Cafe,,,,,,,
Central Burnaby,Sandwich Tree,3.5,"3230 Beta Avenue, Burnaby V5G",+16042997633,7,2,12.5,Cafe,,,,,,,
Central Burnaby,Sadie's Lunchworks,3.3,"140-4170 Still Creek Avenue, Burnaby V5C6C6",+16042946641,7,1,7.5,Cafe,,,,,,,
Central Burnaby,Game Changers Bistro,,"Inside Fortius Sport and Health, 3713 Kensington Avenue, Burnaby V5B3B8",+16045184599,3,7,15.0,Healthy Food,Sandwich,,,,,,
Central Burnaby,Cafe Veneti,,"Metrotower II, Ground Level, 106-4720 Kingsway, Burnaby V5H 4N2",+16044360062,1,2,7.5,Coffee and Tea,Sandwich,,,,,,
Central Burnaby,Rocky Mountain Chocolate Factory HQ/Factory shop,3.6,"5284 Still Creek Avenue, Burnaby V5C 5B5",+16042982462,6,4,5.0,Desserts,,,,,,,
Central Burnaby,BCIT Campus Cafe,2.0,"BCIT, SE12 Level 1, 3700 Willingdon Avenue, Burnaby V5G",+16044516737,6,2,7.5,Fast Food,Cafe,,,,,,
Central Burnaby,Handworks Coffee Studio,3.6,"7705 6th Street, BC V3N 2E6, Burnaby",+16045538070,4,3,,Cafe,,,,,,,
Central Burnaby,ETC Cafe,,"BCIT, SE1 Level 1, 3700 Willingdon Avenue, Burnaby",+16044516737,3,2,7.5,Cafe,,,,,,,
Central Burnaby,Norland Grill,,"2701 Norland Avenue, Burnaby",+16042910931,2,0,15.0,Diner,,,,,,,
Central Burnaby,Triple O's,,"BCIT, SE2 Level 1, 3700 Willingdon Avenue, Burnaby V5G",+16044328266,3,12,12.5,Fast Food,,,,,,,
Central Burnaby,Peppers Gril,,"7235 Canada Way, Burnaby, BC V5E 3R7, Burnaby, British Columbia, Burnaby",+16048001875,1,1,15.0,BBQ,Mexican,,,,,,
Central Burnaby,Me and Crepe Burnaby,,"27 4429, Kingsway, Burnaby, BC V5H 2A1, Burnaby",+16044282826,1,2,12.5,Asian,,,,,,,
Central Burnaby,Octopus House Canada Ltd,,"4500 Kingsway, Burnaby, BC V5H 2A9, Burnaby",+16042009982,1,3,17.5,Sushi,,,,,,,
Central Burnaby,A & B's Coffee Shop,,"112-4940 Canada Way, Burnaby V5G3T2",+16042941544,2,1,12.5,Cafe,,,,,,,
Central Burnaby,Easy Lunch Coffee Shop,,"3831 Kincaid Street, Burnaby",+16044361404,1,2,7.5,Cafe,,,,,,,
Central Burnaby,Coyote Jacks,,"BCIT, NE1 Level 1, 3700 Willingdon Avenue, Burnaby",+16044345734,0,1,7.5,Canadian,,,,,,,
Central Burnaby,Bread & Bean,,"4423 Ledger Avenue, Burnaby V5G 3T2",+16042931404,0,1,17.5,Cafe,,,,,,,
South Burnaby,Hi Genki,4.8,"6680 Southoaks Crescent, Burnaby V5E 4N3",+16047770533,508,452,12.5,Japanese,Asian,,,,,,
South Burnaby,Kamamarui Ramen & Don,4.2,"6514 Royal Oak Avenue, Burnaby V5H 3P4",+16044351675,342,196,15.0,Japanese,Korean,Asian,,,,,
South Burnaby,The One Restaurant,3.8,"5908 Kingsway, Burnaby V5J 5A6",+16045691866,463,321,17.5,Taiwanese,Asian,Bubble Tea,,,,,
South Burnaby,Potter's Garden Korean BBQ,4.1,"5599 Kingsway, Burnaby V5H 4W7",+16044310208,290,243,20.0,Korean,Asian,,,,,,
South Burnaby,Hanwoori Korean Restaurant,4.2,"5740 Imperial Street, Burnaby V5J 1G1",+16044390815,292,194,20.0,Korean,Asian,,,,,,
South Burnaby,JY Noodle - No. 1 Beef Noodle House,4.1,"4741 Willingdon Avenue, Burnaby V5G 3H5",+16044386648,275,264,17.5,Taiwanese,Asian,Bubble Tea,,,,,
South Burnaby,Camellia Tea & Coffee,4.0,"104-6888 Royal Oak Avenue, Burnaby V5J 4J2",+16044286511,150,140,12.5,Cafe,Desserts,,,,,,
South Burnaby,Isami Sushi,4.1,"4603 Kingsway, Burnaby V5H 4L3",+16044341212,148,116,15.0,Sushi,Japanese,Asian,,,,,
South Burnaby,Makoto,4.1,"5213 Rumble Street, Burnaby V5J",+16044381997,162,80,15.0,Sushi,Japanese,Asian,,,,,
South Burnaby,Trattoria Italian Kitchen,3.1,"4501 Kingsway, Suite 102 Burnaby, Burnaby V5H 2A9",+16044248779,145,239,40.0,Italian,Pizza,,,,,,
